n: 100 p: 40
FO: 62359.96
HUBS: [26, 33, 5, 4, 49, 45, 31, 46, 48, 30, 6, 35, 24, 53, 44, 50, 29, 51, 3, 36, 10, 13, 52, 68, 64, 34, 25, 12, 62, 27, 22, 2, 47, 28, 15, 67, 72, 66, 73, 43]

OR	H1	H2	DS	CUSTO
48	48	52	77	8808.39
48	48	52	78	12187.29
48	48	52	79	17087.77
48	48	43	80	30616.19
48	48	62	81	27843.65
48	48	62	82	26576.19
48	48	62	83	22442.29
48	48	64	84	17149.40
48	48	66	85	17932.09
48	48	66	86	15026.00
48	48	66	87	13963.09
48	48	67	88	13433.48
48	48	72	89	11337.22
48	48	72	90	11813.66
48	48	72	91	8814.99
48	48	72	92	10450.23
48	48	72	93	13442.73
48	48	72	94	10809.72
48	48	72	95	8985.67
48	48	72	96	12669.20
48	48	73	97	10648.74
48	48	73	98	12158.38
48	48	73	99	13080.69
49	49	4	0	36481.37
49	49	4	1	34905.23
49	49	2	2	17256.53
49	49	3	3	15859.61
49	49	4	4	18636.81
49	49	5	5	13845.17
49	49	6	6	14922.33
49	49	12	7	32143.56
49	49	12	8	33557.17
49	49	12	9	27518.27
49	49	10	10	11620.20
49	49	12	11	22163.35
49	49	12	12	13435.52
49	49	13	13	11505.51
49	49	13	14	17052.25
49	49	15	15	11515.64
49	49	15	16	21493.42
49	49	15	17	25986.83
49	49	15	18	28617.08
49	49	15	19	32783.29
49	49	22	20	17354.83
49	49	22	21	16000.20
49	49	22	22	12036.37
49	49	25	23	9932.11
49	49	24	24	8232.70
49	49	25	25	6712.73
49	49	26	26	7903.79
49	49	27	27	8340.19
49	49	28	28	7769.73
49	49	29	29	5844.87
49	49	30	30	5804.25
49	49	31	31	3423.54
49	49	33	32	8226.71
49	49	33	33	5115.83
49	49	34	34	3777.17
49	49	35	35	4837.11
49	49	36	36	6070.46
49	49	36	37	9227.71
49	49	36	38	9020.32
49	49	36	39	18039.74
49	49	43	40	25242.46
49	49	43	41	14590.21
49	49	43	42	12951.55
49	49	43	43	10836.12
49	49	44	44	8057.63
49	49	45	45	5264.53
49	49	46	46	4501.37
49	49	47	47	2368.23
49	49	48	48	1205.54
49	49	50	50	1492.83
49	49	51	51	1613.78
49	49	52	52	2409.58
49	49	53	53	3364.03
49	49	51	54	4733.33
49	49	51	55	5798.15
49	49	53	56	8925.30
49	49	53	57	13020.78
49	49	53	58	14942.12
49	49	53	59	15959.10
49	49	43	60	20471.31
49	49	62	61	15532.72
49	49	62	62	8809.16
49	49	64	63	10234.55
49	49	64	64	7937.25
49	49	64	65	10474.37
49	49	66	66	9201.86
49	49	67	67	7412.38
49	49	68	68	5612.54
49	49	72	69	8605.52
49	49	72	70	8326.81
49	49	73	71	6351.00
49	49	72	72	5959.88
49	49	73	73	4707.53
49	49	73	74	6784.16
49	49	73	75	6263.35
49	49	50	76	6634.14
49	49	52	77	7602.85
49	49	52	78	10981.75
49	49	52	79	15882.23
49	49	62	80	31261.17
49	49	62	81	28480.29
49	49	62	82	27212.83
49	49	62	83	23078.93
49	49	64	84	17648.45
49	49	66	85	18055.45
49	49	66	86	15149.36
49	49	66	87	14086.45
49	49	67	88	13472.65
49	49	72	89	10871.81
49	49	72	90	11348.25
49	49	72	91	8349.58
49	49	72	92	9984.82
49	49	72	93	12977.32
49	49	72	94	10344.31
49	49	73	95	8376.24
49	49	73	96	12072.95
49	49	73	97	10004.33
49	49	73	98	11513.97
49	49	73	99	12436.29
50	50	4	0	37770.89
50	50	4	1	36194.74
50	50	2	2	17998.48
50	50	3	3	16839.85
50	50	4	4	19926.32
50	50	5	5	15065.36
50	50	6	6	16227.60
50	50	12	7	33633.70
50	50	12	8	35047.31
50	50	6	9	28961.62
50	50	10	10	12946.57
50	50	12	11	23653.48
50	50	12	12	14925.66
50	50	13	13	12976.71
50	50	15	14	18499.23
50	50	15	15	12840.29
50	50	15	16	22818.07
50	50	15	17	27311.48
50	50	36	18	29934.65
50	50	15	19	34107.94
50	50	22	20	17861.21
50	50	22	21	16506.58
50	50	22	22	12542.76
50	50	25	23	10464.70
50	50	24	24	8929.08
50	50	25	25	7245.31
50	50	26	26	9052.03
50	50	27	27	9631.12
50	50	28	28	9127.49
50	50	29	29	7215.49
50	50	30	30	7237.10
50	50	31	31	4863.33
50	50	33	32	9680.78
50	50	33	33	6569.91
50	50	34	34	5037.46
50	50	35	35	6027.58
50	50	36	36	6878.75
50	50	36	37	10036.00
50	50	36	38	9828.61
50	50	36	39	18848.03
50	50	43	40	25015.46
50	50	43	41	14363.22
50	50	43	42	12724.55
50	50	43	43	10609.13
50	50	44	44	7952.29
50	50	45	45	5514.66
50	50	46	46	4331.38
50	50	47	47	2226.15
50	50	48	48	2297.96
50	50	49	49	1492.83
50	50	51	51	1849.82
50	50	52	52	2201.66
50	50	53	53	4026.34
50	50	52	54	4773.38
50	50	52	55	5622.22
50	50	52	56	8855.37
50	50	52	57	13224.65
50	50	52	58	14897.47
50	50	52	59	16340.84
50	50	43	60	20244.31
50	50	62	61	14929.47
50	50	62	62	8205.91
50	50	64	63	9479.65
50	50	64	64	7182.34
50	50	67	65	9517.00
50	50	66	66	8042.01
50	50	67	67	6212.12
50	50	68	68	4387.25
50	50	72	69	7136.68
50	50	72	70	6857.97
50	50	73	71	4858.17
50	50	72	72	4491.04
50	50	73	73	3214.70
50	50	73	74	5291.33
50	50	73	75	4770.52
50	50	50	76	5141.31
50	50	52	77	7394.94
50	50	52	78	10773.84
50	50	52	79	15674.32
50	50	62	80	30657.92
50	50	62	81	27877.04
50	50	62	82	26609.57
50	50	64	83	22353.62
50	50	66	84	16604.25
50	50	66	85	16895.60
50	50	66	86	13989.51
50	50	66	87	12926.60
50	50	67	88	12272.39
50	50	72	89	9402.96
50	50	72	90	9879.40
50	50	72	91	6880.74
50	50	72	92	8515.97
50	50	72	93	11508.48
50	50	72	94	8875.47
50	50	73	95	6883.41
50	50	73	96	10580.13
50	50	73	97	8511.50
50	50	73	98	10021.14
50	50	73	99	10943.46
51	51	4	0	37717.39
51	51	4	1	36141.24
51	51	2	2	18844.89
51	51	3	3	17366.29
51	51	4	4	19872.82
51	51	5	5	15179.63
51	51	6	6	16147.58
51	51	12	7	32794.02
51	51	12	8	34207.63
51	51	12	9	28168.73
51	51	10	10	12829.90
51	51	12	11	22813.80
51	51	12	12	14085.98
51	51	13	13	11801.76
51	51	15	14	16947.22
51	51	15	15	11288.28
51	51	15	16	21266.06
51	51	15	17	25759.47
51	51	36	18	28093.35
51	51	15	19	32555.93
51	51	22	20	18968.55
51	51	22	21	17613.92
51	51	22	22	13650.10
51	51	25	23	11545.12
51	51	24	24	9838.40
51	51	25	25	8325.73
51	51	26	26	9337.38
51	51	27	27	9627.03
51	51	28	28	8962.43
51	51	29	29	7047.10
51	51	30	30	6863.92
51	51	31	31	4551.87
51	51	33	32	8533.18
51	51	33	33	5422.30
51	51	34	34	3535.24
51	51	35	35	4401.32
51	51	36	36	5037.46
51	51	36	37	8194.70
51	51	36	38	7987.31
51	51	36	39	17006.73
51	51	43	40	26670.34
51	51	43	41	16018.10
51	51	43	42	14379.43
51	51	43	43	12264.01
51	51	44	44	9530.23
51	51	45	45	6834.25
51	51	46	46	5918.75
51	51	47	47	3738.29
51	51	48	48	2810.15
51	51	49	49	1613.78
51	51	50	50	1849.82
51	51	52	52	857.23
51	51	53	53	2180.79
51	51	51	54	3119.55
51	51	51	55	4184.38
51	51	51	56	7452.32
51	51	51	57	11798.71
51	51	51	58	13548.84
51	51	53	59	14775.86
51	51	43	60	21899.19
51	51	62	61	16732.24
51	51	62	62	10008.69
51	51	64	63	11314.75
51	51	64	64	9017.44
51	51	67	65	11310.54
51	51	66	66	9845.31
51	51	67	67	8005.66
51	51	68	68	6183.53
51	51	72	69	8596.19
51	51	72	70	8317.48
51	51	73	71	6152.74
51	51	72	72	5950.55
51	51	73	73	4509.26
51	51	73	74	6585.90
51	51	73	75	6065.09
51	51	52	76	5103.21
51	51	52	77	6050.50
51	51	52	78	9429.41
51	51	52	79	14329.89
51	51	62	80	32460.70
51	51	62	81	29679.81
51	51	62	82	28412.35
51	51	64	83	24188.72
51	51	66	84	18407.55
51	51	66	85	18698.90
51	51	66	86	15792.81
51	51	66	87	14729.90
51	51	67	88	14065.93
51	51	72	89	10862.48
51	51	72	90	11338.92
51	51	72	91	8340.25
51	51	72	92	9975.49
51	51	72	93	12967.99
51	51	73	94	10295.42
51	51	73	95	8177.98
51	51	73	96	11874.69
51	51	73	97	9806.07
51	51	52	98	11073.54
51	51	52	99	11269.68
52	52	4	0	38557.91
52	52	4	1	36981.77
52	52	2	2	19665.49
52	52	3	3	18217.60
52	52	4	4	20713.34
52	52	5	5	16033.06
52	52	6	6	16987.66
52	52	12	7	33493.87
52	52	12	8	34907.47
52	52	12	9	28868.58
52	52	10	10	13669.34
52	52	12	11	23513.65
52	52	12	12	14785.83
52	52	13	13	12385.12
52	52	15	14	17307.06
52	52	15	15	11648.12
52	52	15	16	21625.90
52	52	15	17	26119.31
52	52	36	18	28074.54
52	52	15	19	32915.77
52	52	22	20	19735.21
52	52	22	21	18380.58
52	52	22	22	14416.75
52	52	25	23	12307.59
52	52	24	24	10639.72
52	52	25	25	9088.20
52	52	26	26	10194.15
52	52	27	27	10478.07
52	52	28	28	9803.05
52	52	29	29	7891.93
52	52	30	30	7688.81
52	52	31	31	5396.04
52	52	33	32	9182.75
52	52	33	33	6071.87
52	52	34	34	4045.39
52	52	35	35	4778.33
52	52	36	36	5018.65
52	52	36	37	8175.89
52	52	36	38	7968.50
52	52	36	39	16987.92
52	52	43	40	27205.91
52	52	43	41	16553.67
52	52	43	42	14915.00
52	52	43	43	12799.57
52	52	44	44	10113.35
52	52	45	45	7522.66
52	52	46	46	6487.27
52	52	47	47	4324.09
52	52	48	48	3615.12
52	52	49	49	2409.58
52	52	50	50	2201.66
52	52	51	51	857.23
52	52	53	53	2239.83
52	52	52	54	2571.71
52	52	52	55	3420.55
52	52	52	56	6653.71
52	52	52	57	11022.99
52	52	52	58	12695.80
52	52	52	59	14139.17
52	52	43	60	22434.76
52	52	62	61	17114.19
52	52	62	62	10390.63
52	52	64	63	11629.51
52	52	64	64	9332.20
52	52	67	65	11358.25
52	52	66	66	9896.86
52	52	67	67	8053.37
52	52	68	68	6257.20
52	52	72	69	8367.94
52	52	72	70	8089.23
52	52	73	71	5879.15
52	52	72	72	5722.30
52	52	73	73	4235.67
52	52	73	74	6312.31
52	52	52	75	5630.96
52	52	52	76	4245.98
52	52	52	77	5193.27
52	52	52	78	8572.17
52	52	52	79	13472.65
52	52	62	80	32842.64
52	52	62	81	30061.76
52	52	62	82	28794.29
52	52	66	83	24289.05
52	52	66	84	18459.10
52	52	66	85	18750.45
52	52	66	86	15844.36
52	52	66	87	14781.45
52	52	72	88	13892.00
52	52	72	89	10634.22
52	52	72	90	11110.66
52	52	72	91	8111.99
52	52	72	92	9747.23
52	52	72	93	12739.74
52	52	73	94	10021.83
52	52	73	95	7904.39
52	52	73	96	11601.10
52	52	52	97	9300.98
52	52	52	98	10216.31
52	52	52	99	10412.45
53	53	4	0	37673.89
53	53	4	1	36097.75
53	53	2	2	19847.49
53	53	3	3	18025.21
53	53	4	4	19829.33
53	53	5	5	15400.82
53	53	6	6	16123.75
53	53	12	7	31876.09
53	53	12	8	33289.70
53	53	12	9	27250.81
53	53	10	10	12832.91
53	53	12	11	21895.88
53	53	12	12	13168.05
53	53	13	13	10489.83
53	53	15	14	15124.86
53	53	15	15	9465.92
53	53	15	16	19443.70
53	53	15	17	23937.11
53	53	36	18	25913.32
53	53	15	19	30733.57
53	53	22	20	20316.21
53	53	22	21	18961.58
53	53	22	22	14997.75
53	53	24	23	12845.96
53	53	24	24	11060.09
53	53	25	25	9762.83
53	53	26	26	9923.71
53	53	27	27	9874.27
53	53	28	28	9054.54
53	53	29	29	7264.99
53	53	30	30	6852.20
53	53	31	31	4921.18
53	53	33	32	7599.52
53	53	33	33	4488.64
53	53	34	34	2273.73
53	53	35	35	2692.67
53	53	36	36	2857.43
53	53	36	37	6014.67
53	53	36	38	5807.28
53	53	36	39	14826.70
53	53	22	40	28423.30
53	53	43	41	17951.35
53	53	44	42	16309.34
53	53	43	43	14197.26
53	53	44	44	11408.54
53	53	45	45	8537.36
53	53	46	46	7865.25
53	53	47	47	5716.42
53	53	48	48	4338.20
53	53	49	49	3364.03
53	53	50	50	4026.34
53	53	51	51	2180.79
53	53	52	52	2239.83
53	53	53	54	1626.87
53	53	53	55	2745.46
53	53	53	56	5561.27
53	53	53	57	9656.74
53	53	53	58	11578.09
53	53	53	59	12595.07
53	53	43	60	23832.44
53	53	62	61	18834.53
53	53	62	62	12110.98
53	53	64	63	13458.69
53	53	64	64	11161.39
53	53	67	65	13477.99
53	53	66	66	12015.24
53	53	67	67	10173.11
53	53	68	68	8354.58
53	53	72	69	10604.43
53	53	72	70	10325.73
53	53	73	71	8118.23
53	53	72	72	7958.79
53	53	73	73	6474.75
53	53	73	74	8551.38
53	53	52	75	7870.79
53	53	52	76	6485.81
53	53	53	77	6115.24
53	53	53	78	9090.91
53	53	53	79	13001.67
53	53	62	80	34562.99
53	53	62	81	31782.10
53	53	62	82	30514.64
53	53	64	83	26332.66
53	53	66	84	20577.48
53	53	66	85	20868.83
53	53	66	86	17962.74
53	53	66	87	16899.83
53	53	72	88	16128.50
53	53	72	89	12870.72
53	53	72	90	13347.16
53	53	72	91	10348.49
53	53	72	92	11983.73
53	53	72	93	14976.23
53	53	73	94	12260.91
53	53	73	95	10143.46
53	53	73	96	13840.18
53	53	52	97	11540.81
53	53	52	98	12456.14
53	53	52	99	12652.27
54	53	4	0	39300.77
54	53	4	1	37724.63
54	53	2	2	21474.36
54	53	3	3	19652.08
54	53	4	4	21456.20
54	53	5	5	17027.69
54	53	6	6	17750.63
54	53	12	7	33502.97
54	53	12	8	34916.58
54	53	12	9	28877.68
54	53	10	10	14459.79
54	53	12	11	23522.75
54	53	12	12	14794.93
54	53	13	13	12116.70
54	53	15	14	16751.73
54	53	15	15	11092.79
54	53	15	16	21070.57
54	53	15	17	25563.98
54	36	36	18	27458.85
54	53	15	19	32360.44
54	53	22	20	21943.08
54	53	22	21	20588.45
54	53	22	22	16624.63
54	53	24	23	14472.83
54	53	24	24	12686.97
54	53	25	25	11389.70
54	53	26	26	11550.58
54	53	27	27	11501.14
54	53	28	28	10681.41
54	53	29	29	8891.86
54	53	30	30	8479.08
54	53	31	31	6548.05
54	53	33	32	9226.39
54	53	33	33	6115.52
54	53	34	34	3900.60
54	53	35	35	4319.54
54	36	36	36	4402.95
54	36	36	37	7560.20
54	36	36	38	7352.81
54	36	36	39	16372.23
54	52	43	40	29777.62
54	52	43	41	19125.38
54	52	43	42	17486.71
54	52	43	43	15371.29
54	51	44	44	12649.77
54	51	45	45	9953.80
54	51	46	46	9038.30
54	51	47	47	6857.84
54	51	48	48	5929.70
54	51	49	49	4733.33
54	52	50	50	4773.38
54	51	51	51	3119.55
54	52	52	52	2571.71
54	53	53	53	1626.87
54	53	53	55	4372.33
54	53	53	56	7188.14
54	53	53	57	11283.62
54	53	53	58	13204.96
54	53	53	59	14221.94
54	52	43	60	25006.47
54	52	62	61	19685.90
54	52	62	62	12962.34
54	52	64	63	14201.22
54	52	64	64	11903.92
54	52	67	65	13929.96
54	52	66	66	12468.57
54	52	67	67	10625.08
54	52	68	68	8828.91
54	52	72	69	10939.65
54	52	72	70	10660.94
54	52	73	71	8450.86
54	52	72	72	8294.01
54	52	73	73	6807.39
54	52	73	74	8884.02
54	52	52	75	8202.68
54	52	52	76	6817.70
54	53	53	77	7742.11
54	53	53	78	10717.79
54	53	53	79	14628.55
54	52	62	80	35414.35
54	52	62	81	32633.47
54	52	62	82	31366.01
54	52	66	83	26860.76
54	52	66	84	21030.81
54	52	66	85	21322.16
54	52	66	86	18416.07
54	52	66	87	17353.16
54	52	72	88	16463.71
54	52	72	89	13205.93
54	52	72	90	13682.37
54	52	72	91	10683.71
54	52	72	92	12318.94
54	52	72	93	15311.45
54	52	73	94	12593.55
54	52	73	95	10476.10
54	52	73	96	14172.81
54	52	52	97	11872.69
54	52	52	98	12788.02
54	52	52	99	12984.16
55	53	4	0	40419.35
55	53	4	1	38843.21
55	53	2	2	22592.95
55	53	3	3	20770.67
55	53	4	4	22574.78
55	53	5	5	18146.27
55	53	6	6	18869.21
55	53	12	7	34621.55
55	53	12	8	36035.16
55	53	12	9	29996.26
55	53	10	10	15578.37
55	53	12	11	24641.34
55	53	12	12	15913.51
55	53	13	13	13235.29
55	36	15	14	17522.35
55	36	15	15	11863.40
55	36	15	16	21841.18
55	36	15	17	26334.59
55	36	36	18	27616.26
55	36	36	19	32905.61
55	53	22	20	23061.67
55	53	22	21	21707.03
55	53	22	22	17743.21
55	53	24	23	15591.41
55	53	24	24	13805.55
55	53	25	25	12508.29
55	53	26	26	12669.17
55	53	27	27	12619.73
55	53	28	28	11800.00
55	53	29	29	10010.45
55	53	30	30	9597.66
55	53	31	31	7666.64
55	53	33	32	10344.98
55	53	33	33	7234.10
55	53	34	34	5019.19
55	53	35	35	5438.13
55	36	36	36	4560.37
55	36	36	37	7717.61
55	36	36	38	7510.22
55	36	36	39	16529.64
55	52	43	40	30626.46
55	52	43	41	19974.22
55	52	43	42	18335.55
55	52	43	43	16220.12
55	52	44	44	13533.90
55	52	45	45	10943.21
55	52	46	46	9907.83
55	52	47	47	7744.64
55	51	48	48	6994.53
55	51	49	49	5798.15
55	52	50	50	5622.22
55	51	51	51	4184.38
55	52	52	52	3420.55
55	53	53	53	2745.46
55	53	53	54	4372.33
55	53	53	56	8306.73
55	36	36	57	12343.70
55	53	53	58	14323.55
55	36	36	59	14776.53
55	52	43	60	25855.31
55	52	62	61	20534.74
55	52	62	62	13811.18
55	52	64	63	15050.06
55	52	64	64	12752.75
55	52	67	65	14778.80
55	52	66	66	13317.41
55	52	67	67	11473.92
55	52	68	68	9677.75
55	52	72	69	11788.49
55	52	72	70	11509.78
55	52	73	71	9299.70
55	52	72	72	9142.85
55	52	73	73	7656.23
55	52	73	74	9732.86
55	52	52	75	9051.51
55	52	52	76	7666.53
55	52	52	77	8613.82
55	53	53	78	11836.37
55	53	53	79	15747.13
55	52	62	80	36263.19
55	52	62	81	33482.31
55	52	62	82	32214.85
55	52	66	83	27709.60
55	52	66	84	21879.65
55	52	66	85	22171.00
55	52	66	86	19264.91
55	52	66	87	18202.00
55	52	72	88	17312.55
55	52	72	89	14054.77
55	52	72	90	14531.21
55	52	72	91	11532.55
55	52	72	92	13167.78
55	52	72	93	16160.29
55	52	73	94	13442.39
55	52	73	95	11324.94
55	52	73	96	15021.65
55	52	52	97	12721.53
55	52	52	98	13636.86
55	52	52	99	13833.00
56	36	4	0	42935.91
56	36	4	1	41359.77
56	53	2	2	25408.75
56	53	3	3	23586.48
56	36	4	4	25091.34
56	53	5	5	20962.08
56	36	6	6	21493.09
56	36	12	7	36116.95
56	36	12	8	37530.56
56	36	12	9	31491.66
56	36	10	10	18346.98
56	36	12	11	26136.73
56	36	12	12	17408.91
56	36	13	13	14241.98
56	36	15	14	18019.25
56	36	15	15	12360.31
56	36	15	16	22338.09
56	36	15	17	26831.50
56	36	36	18	28113.16
56	36	36	19	33402.51
56	53	22	20	25877.47
56	53	22	21	24522.84
56	53	22	22	20559.02
56	53	24	23	18407.22
56	53	24	24	16621.36
56	53	25	25	15324.09
56	53	26	26	15484.97
56	53	27	27	15435.54
56	53	28	28	14615.81
56	53	29	29	12826.26
56	53	30	30	12413.47
56	53	31	31	10482.44
56	36	33	32	12810.16
56	36	33	33	9699.28
56	53	34	34	7835.00
56	36	35	35	7370.42
56	36	36	36	5057.27
56	36	36	37	8214.51
56	36	36	38	8007.13
56	36	36	39	17026.54
56	52	43	40	33859.62
56	52	43	41	23207.37
56	52	43	42	21568.70
56	52	43	43	19453.28
56	52	44	44	16767.06
56	53	45	45	14098.62
56	52	46	46	13140.98
56	52	47	47	10977.80
56	53	48	48	9899.46
56	53	49	49	8925.30
56	52	50	50	8855.37
56	51	51	51	7452.32
56	52	52	52	6653.71
56	53	53	53	5561.27
56	53	53	54	7188.14
56	53	53	55	8306.73
56	36	36	57	12840.61
56	36	36	58	14918.62
56	36	36	59	15273.43
56	52	43	60	29088.46
56	52	62	61	23767.89
56	52	62	62	17044.34
56	52	64	63	18283.21
56	52	64	64	15985.91
56	52	67	65	18011.96
56	52	66	66	16550.57
56	52	67	67	14707.08
56	52	68	68	12910.90
56	52	72	69	15021.64
56	52	72	70	14742.94
56	52	73	71	12532.86
56	52	72	72	12376.00
56	52	73	73	10889.38
56	52	73	74	12966.01
56	52	52	75	12284.67
56	52	52	76	10899.69
56	53	53	77	11676.50
56	53	53	78	14652.18
56	36	36	79	17097.71
56	52	62	80	39496.34
56	52	62	81	36715.46
56	52	62	82	35448.00
56	52	66	83	30942.75
56	52	66	84	25112.81
56	52	66	85	25404.16
56	52	66	86	22498.07
56	52	66	87	21435.16
56	52	72	88	20545.71
56	52	72	89	17287.93
56	52	72	90	17764.37
56	52	72	91	14765.70
56	52	72	92	16400.94
56	52	72	93	19393.44
56	52	73	94	16675.54
56	52	73	95	14558.09
56	52	73	96	18254.81
56	52	52	97	15954.69
56	52	52	98	16870.02
56	52	52	99	17066.15
57	36	4	0	45661.97
57	36	4	1	44085.83
57	36	2	2	29129.94
57	36	3	3	26926.61
57	36	4	4	27817.40
57	36	5	5	23826.89
57	36	6	6	24219.16
57	36	12	7	38843.01
57	36	12	8	40256.62
57	36	12	9	34217.72
57	36	10	10	21073.04
57	36	12	11	28862.80
57	36	12	12	20134.97
57	36	13	13	16968.04
57	36	15	14	20745.31
57	36	15	15	15086.37
57	36	15	16	25064.15
57	36	15	17	29557.56
57	36	36	18	30839.23
57	36	36	19	36128.57
57	53	22	20	29972.95
57	53	22	21	28618.32
57	53	22	22	24654.49
57	53	24	23	22502.70
57	53	24	24	20716.84
57	53	25	25	19419.57
57	36	26	26	19000.05
57	36	27	27	18566.60
57	36	28	28	17620.03
57	36	29	29	16140.75
57	36	30	30	15514.99
57	36	31	31	14285.77
57	36	33	32	15536.22
57	36	33	33	12425.35
57	36	34	34	10869.87
57	36	35	35	10096.49
57	36	36	36	7783.34
57	36	36	37	10940.58
57	36	36	38	10733.19
57	36	36	39	19752.61
57	53	22	40	38080.05
57	52	43	41	27576.65
57	52	43	42	25937.99
57	52	43	43	23822.56
57	53	44	44	21065.28
57	53	45	45	18194.10
57	52	46	46	17510.26
57	52	47	47	15347.08
57	53	48	48	13994.94
57	53	49	49	13020.78
57	52	50	50	13224.65
57	51	51	51	11798.71
57	52	52	52	11022.99
57	53	53	53	9656.74
57	53	53	54	11283.62
57	36	36	55	12343.70
57	36	36	56	12840.61
57	36	36	58	17644.68
57	36	36	59	17999.49
57	52	43	60	33457.74
57	52	62	61	28137.17
57	52	62	62	21413.62
57	52	64	63	22652.49
57	52	64	64	20355.19
57	52	67	65	22381.24
57	52	66	66	20919.85
57	52	67	67	19076.36
57	52	68	68	17280.18
57	73	72	69	19205.64
57	73	72	70	18926.94
57	73	73	71	16708.36
57	73	72	72	16560.00
57	73	73	73	15064.88
57	73	73	74	17141.52
57	73	73	75	16620.71
57	52	52	76	15268.97
57	36	36	77	15615.51
57	36	36	78	17587.95
57	36	36	79	19823.78
57	52	62	80	43865.63
57	52	62	81	41084.74
57	52	62	82	39817.28
57	52	66	83	35312.03
57	52	66	84	29482.09
57	52	66	85	29773.44
57	52	66	86	26867.35
57	52	66	87	25804.44
57	73	72	88	24729.71
57	73	72	89	21471.93
57	73	72	90	21948.37
57	73	72	91	18949.70
57	73	72	92	20584.94
57	73	72	93	23577.45
57	73	73	94	20851.04
57	73	73	95	18733.60
57	73	73	96	22430.31
57	52	52	97	20323.97
57	52	52	98	21239.30
57	52	52	99	21435.43
58	36	4	0	47739.98
58	36	4	1	46163.84
58	36	2	2	31207.95
58	36	3	3	29004.62
58	36	4	4	29895.42
58	36	5	5	25904.90
58	36	6	6	26297.17
58	36	12	7	40921.02
58	36	12	8	42334.63
58	36	12	9	36295.74
58	36	10	10	23151.05
58	36	12	11	30940.81
58	36	12	12	22212.98
58	36	13	13	19046.05
58	15	15	14	22667.40
58	15	15	15	17008.46
58	15	15	16	26986.24
58	15	15	17	31479.65
58	36	36	18	32917.24
58	36	36	19	38206.58
58	53	22	20	31894.29
58	53	22	21	30539.66
58	53	22	22	26575.84
58	53	24	23	24424.04
58	53	24	24	22638.18
58	53	25	25	21340.92
58	36	26	26	21078.06
58	36	27	27	20644.61
58	36	28	28	19698.04
58	36	29	29	18218.76
58	36	30	30	17593.00
58	36	31	31	16363.78
58	36	33	32	17614.23
58	36	33	33	14503.36
58	36	34	34	12947.88
58	36	35	35	12174.50
58	36	36	36	9861.35
58	36	36	37	13018.59
58	36	36	38	12811.20
58	36	36	39	21830.62
58	52	43	40	39901.71
58	52	43	41	29249.47
58	52	43	42	27610.80
58	52	43	43	25495.38
58	52	44	44	22809.15
58	53	45	45	20115.44
58	52	46	46	19183.08
58	52	47	47	17019.89
58	53	48	48	15916.29
58	53	49	49	14942.12
58	52	50	50	14897.47
58	51	51	51	13548.84
58	52	52	52	12695.80
58	53	53	53	11578.09
58	53	53	54	13204.96
58	53	53	55	14323.55
58	36	36	56	14918.62
58	36	36	57	17644.68
58	36	36	59	20077.50
58	52	43	60	35130.56
58	52	62	61	29809.99
58	52	62	62	23086.43
58	52	64	63	24325.31
58	52	64	64	22028.01
58	73	67	65	23888.38
58	73	66	66	22342.73
58	73	67	67	20583.50
58	52	68	68	18953.00
58	73	72	69	20427.43
58	73	72	70	20148.72
58	73	73	71	17930.15
58	73	72	72	17781.79
58	73	73	73	16286.67
58	73	73	74	18363.30
58	73	73	75	17842.49
58	52	52	76	16941.79
58	53	53	77	17693.32
58	36	36	78	19665.96
58	36	36	79	21901.79
58	52	62	80	45538.44
58	52	62	81	42757.56
58	52	62	82	41490.10
58	73	66	83	36734.92
58	73	66	84	30904.98
58	73	66	85	31196.33
58	73	66	86	28290.24
58	73	66	87	27227.32
58	73	72	88	25951.49
58	73	72	89	22693.72
58	73	72	90	23170.16
58	73	72	91	20171.49
58	73	72	92	21806.73
58	73	72	93	24799.23
58	73	73	94	22072.83
58	73	73	95	19955.38
58	73	73	96	23652.10
58	73	73	97	21583.48
58	52	52	98	22912.11
58	52	52	99	23108.25
59	36	4	0	48094.79
59	36	4	1	46518.65
59	36	2	2	31562.76
59	36	3	3	29359.43
59	36	4	4	30250.23
59	36	5	5	26259.71
59	36	6	6	26651.98
59	36	12	7	41275.83
59	36	12	8	42689.44
59	36	12	9	36650.55
59	36	10	10	23505.86
59	36	12	11	31295.62
59	36	12	12	22567.79
59	36	13	13	19400.86
59	15	15	14	21697.62
59	15	15	15	16038.68
59	15	15	16	26016.46
59	15	15	17	30509.87
59	15	15	18	33140.12
59	15	15	19	37306.33
59	36	22	20	32494.29
59	36	22	21	31139.66
59	36	22	22	27175.84
59	36	24	23	24979.95
59	36	24	24	23194.09
59	36	25	25	22148.98
59	36	26	26	21432.87
59	36	27	27	20999.42
59	36	28	28	20052.85
59	36	29	29	18573.57
59	36	30	30	17947.81
59	36	31	31	16718.59
59	36	33	32	17969.04
59	36	33	33	14858.17
59	36	34	34	13302.69
59	36	35	35	12529.31
59	36	36	36	10216.16
59	36	36	37	13373.40
59	36	36	38	13166.01
59	36	36	39	22185.43
59	36	22	40	40601.39
59	53	43	41	30546.42
59	53	44	42	28904.41
59	53	43	43	26792.32
59	53	44	44	24003.60
59	53	45	45	21132.42
59	53	46	46	20460.32
59	53	47	47	18311.49
59	53	48	48	16933.27
59	53	49	49	15959.10
59	52	50	50	16340.84
