n: 100 p: 40
FO: 51860.03
HUBS: [96, 31, 19, 18, 69, 78, 27, 73, 54, 17, 83, 47, 33, 37, 50, 68, 4, 18, 71, 38, 48, 59, 16, 31, 93, 34, 48, 22, 56, 80, 15, 67, 59, 83, 15, 8, 51, 72, 82, 32]

OR	H1	H2	DS	CUSTO
48	48	59	59	13754.31
48	48	47	60	22407.52
48	48	47	61	17138.41
48	48	47	62	10450.41
48	48	47	63	11622.15
48	48	47	64	9359.35
48	48	67	65	10678.09
48	48	67	66	9832.05
48	48	67	67	7373.21
48	48	68	68	5661.06
48	48	69	69	8040.94
48	48	69	70	8344.67
48	48	71	71	5834.38
48	48	72	72	6425.29
48	48	73	73	5351.93
48	48	73	74	7428.56
48	48	73	75	6907.75
48	48	50	76	7439.26
48	48	51	77	9125.06
48	48	78	78	10041.34
48	48	78	79	15752.49
48	48	80	80	24975.54
48	48	82	81	23570.75
48	48	82	82	21970.44
48	48	83	83	18805.52
48	48	67	84	18306.30
48	48	67	85	18682.87
48	48	67	86	15778.76
48	48	67	87	14656.19
48	48	67	88	13433.48
48	48	69	89	10497.27
48	48	69	90	11107.37
48	48	72	91	8814.99
48	48	72	92	10450.23
48	48	93	93	11683.69
48	48	72	94	10809.72
48	48	72	95	8985.67
48	48	96	96	10875.94
48	48	73	97	10648.74
48	48	73	98	12158.38
48	48	73	99	13080.69
49	48	4	0	37080.82
49	48	4	1	35504.67
49	48	22	2	20357.17
49	48	27	3	20093.39
49	48	4	4	19236.25
49	48	27	5	16358.54
49	48	27	6	17735.94
49	48	8	7	30631.86
49	48	8	8	29025.17
49	48	4	9	28866.93
49	48	27	10	13393.95
49	48	32	11	25994.13
49	48	32	12	17267.41
49	48	32	13	14237.00
49	34	15	14	18501.41
49	34	15	15	12842.47
49	34	16	16	19714.19
49	34	17	17	23098.00
49	34	18	18	24438.38
49	34	19	19	28149.39
49	48	22	20	17776.41
49	48	22	21	16421.78
49	48	22	22	12457.96
49	48	48	23	12183.18
49	48	48	24	10979.63
49	48	48	25	8988.30
49	48	48	26	10658.47
49	48	27	27	8940.57
49	48	31	28	10204.04
49	48	31	29	7649.57
49	48	31	30	7496.01
49	48	31	31	4321.72
49	48	32	32	8680.29
49	48	33	33	6623.69
49	34	34	34	5036.23
49	34	34	35	6507.35
49	51	51	36	8868.32
49	51	37	37	9429.42
49	51	38	38	9366.61
49	51	59	39	17463.81
49	48	22	40	25883.51
49	47	47	41	17567.80
49	47	47	42	15775.97
49	47	47	43	14527.29
49	47	47	44	10888.15
49	48	48	45	7206.35
49	47	47	46	6064.92
49	47	47	47	3157.65
49	48	48	48	1607.39
49	50	50	50	1990.44
49	51	51	51	2151.71
49	51	51	52	3294.68
49	51	51	53	5059.43
49	51	54	54	4491.37
49	51	54	55	5719.46
49	51	56	56	7740.95
49	51	56	57	12110.47
49	51	56	58	13851.38
49	51	59	59	13309.90
49	47	47	60	23714.87
49	47	47	61	18445.77
49	47	47	62	11757.76
49	50	68	63	12862.91
49	47	47	64	10666.71
49	50	67	65	11507.44
49	50	67	66	10661.40
49	50	67	67	8202.56
49	50	68	68	6377.69
49	50	69	69	8313.06
49	50	69	70	8616.79
49	50	71	71	5948.76
49	50	72	72	6481.48
49	50	73	73	5205.14
49	50	73	74	7281.77
49	50	73	75	6760.96
49	50	50	76	7131.75
49	51	51	77	8466.61
49	51	78	78	9413.08
49	51	78	79	15124.22
49	47	80	80	26445.69
49	47	82	81	25005.37
49	47	82	82	23405.05
49	47	83	83	20167.76
49	50	67	84	19135.65
49	50	67	85	19512.22
49	50	67	86	16608.12
49	50	67	87	15485.55
49	50	69	88	13837.71
49	50	69	89	10769.38
49	50	69	90	11379.49
49	50	72	91	8871.18
49	50	72	92	10506.41
49	50	93	93	11707.65
49	50	72	94	10865.91
49	50	73	95	8873.85
49	50	96	96	10689.62
49	50	73	97	10501.94
49	50	73	98	12011.58
49	50	73	99	12933.90
50	50	4	0	37770.89
50	50	4	1	36194.74
50	50	22	2	20441.97
50	50	27	3	20783.94
50	50	4	4	19926.32
50	50	27	5	17049.09
50	50	27	6	18426.48
50	50	8	7	31232.45
50	50	8	8	29625.76
50	50	4	9	29557.00
50	50	27	10	14084.50
50	50	32	11	26141.52
50	50	32	12	17414.81
50	50	32	13	14384.39
50	50	15	14	18499.23
50	50	15	15	12840.29
50	50	16	16	19616.03
50	50	17	17	22973.45
50	50	18	18	24118.87
50	50	19	19	27979.42
50	50	22	20	17861.21
50	50	22	21	16506.58
50	50	22	22	12542.76
50	50	47	23	12203.37
50	50	47	24	11363.71
50	50	47	25	9024.27
50	50	48	26	11349.03
50	50	27	27	9631.12
50	50	31	28	10745.64
50	50	31	29	8191.18
50	50	31	30	8037.62
50	50	31	31	4863.33
50	50	32	32	8827.68
50	50	33	33	6569.91
50	50	34	34	5037.46
50	50	34	35	6508.59
50	50	54	36	8488.42
50	50	37	37	9085.48
50	50	38	38	9041.62
50	50	59	39	16956.38
50	50	22	40	25968.31
50	50	47	41	16636.31
50	50	47	42	14844.47
50	50	47	43	13595.79
50	50	47	44	9956.66
50	50	47	45	6621.13
50	50	47	46	5133.42
50	50	47	47	2226.15
50	50	48	48	2297.96
50	50	50	49	1990.44
50	50	51	51	1849.82
50	50	50	52	2935.55
50	50	51	53	4757.55
50	50	54	54	4085.46
50	50	54	55	5313.56
50	50	56	56	7183.60
50	50	56	57	11553.12
50	50	56	58	13294.03
50	50	59	59	12802.47
50	50	47	60	22783.37
50	50	67	61	16587.07
50	50	47	62	10826.27
50	50	68	63	10872.47
50	50	68	64	9289.53
50	50	67	65	9517.00
50	50	67	66	8670.96
50	50	67	67	6212.12
50	50	68	68	4387.25
50	50	69	69	6322.62
50	50	69	70	6626.35
50	50	71	71	3958.32
50	50	72	72	4491.04
50	50	73	73	3214.70
50	50	73	74	5291.33
50	50	73	75	4770.52
50	50	50	76	5141.31
50	50	50	77	7612.07
50	50	78	78	8231.77
50	50	78	79	13942.92
50	50	80	80	24967.94
50	50	82	81	23463.30
50	50	82	82	21862.98
50	50	83	83	18430.60
50	50	67	84	17145.21
50	50	67	85	17521.78
50	50	67	86	14617.68
50	50	67	87	13495.11
50	50	69	88	11847.27
50	50	69	89	8778.95
50	50	69	90	9389.05
50	50	72	91	6880.74
50	50	72	92	8515.97
50	50	93	93	9717.21
50	50	72	94	8875.47
50	50	73	95	6883.41
50	50	96	96	8699.18
50	50	73	97	8511.50
50	50	73	98	10021.14
50	50	73	99	10943.46
51	51	4	0	37717.39
51	51	4	1	36141.24
51	51	22	2	21549.31
51	51	27	3	20779.85
51	51	4	4	19872.82
51	51	27	5	17045.00
51	51	27	6	18422.40
51	51	8	7	30624.18
51	51	8	8	29017.49
51	51	4	9	29503.50
51	51	27	10	14080.41
51	51	32	11	25067.03
51	51	32	12	16340.32
51	51	32	13	13309.91
51	51	15	14	16947.22
51	51	15	15	11288.28
51	51	16	16	17878.99
51	51	17	17	21218.11
51	51	18	18	22303.60
51	51	19	19	26200.78
51	51	22	20	18968.55
51	51	22	21	17613.92
51	51	22	22	13650.10
51	51	48	23	13385.94
51	51	48	24	12182.40
51	51	48	25	10191.06
51	51	31	26	11223.35
51	51	27	27	9627.03
51	51	31	28	10434.18
51	51	31	29	7879.72
51	51	31	30	7726.16
51	51	31	31	4551.87
51	51	32	32	7753.19
51	51	33	33	5422.30
51	51	34	34	3535.24
51	51	34	35	5006.36
51	51	51	36	6716.62
51	51	37	37	7277.71
51	51	38	38	7214.91
51	51	59	39	15312.10
51	51	22	40	27075.65
51	51	47	41	18148.45
51	51	47	42	16356.62
51	51	47	43	15107.94
51	51	47	44	11468.80
51	51	47	45	8133.28
51	51	47	46	6645.57
51	51	47	47	3738.29
51	51	48	48	2810.15
51	51	51	49	2151.71
51	51	50	50	1849.82
51	51	51	52	1142.98
51	51	51	53	2907.72
51	51	54	54	2339.66
51	51	54	55	3567.76
51	51	56	56	5589.24
51	51	56	57	9958.76
51	51	56	58	11699.67
51	51	59	59	11158.20
51	51	47	60	24295.52
51	51	67	61	18380.61
51	51	47	62	12338.41
51	51	68	63	12668.75
51	51	68	64	11085.81
51	51	67	65	11310.54
51	51	67	66	10464.50
51	51	67	67	8005.66
51	51	68	68	6183.53
51	51	69	69	7887.52
51	51	69	70	8191.26
51	51	71	71	5496.51
51	51	72	72	5950.55
51	51	73	73	4509.26
51	51	73	74	6585.90
51	51	73	75	6065.09
51	51	51	76	5219.80
51	51	51	77	6314.90
51	51	78	78	7261.37
51	51	78	79	12972.52
51	51	80	80	26801.48
51	51	82	81	25304.50
51	51	82	82	23704.19
51	51	83	83	20280.37
51	51	67	84	18938.75
51	51	67	85	19315.32
51	51	67	86	16411.22
51	51	67	87	15288.64
51	51	69	88	13412.18
51	51	69	89	10343.85
51	51	69	90	10953.96
51	51	72	91	8340.25
51	51	72	92	9975.49
51	51	93	93	10996.59
51	51	73	94	10295.42
51	51	73	95	8177.98
51	51	96	96	9665.24
51	51	73	97	9806.07
51	51	51	98	11139.10
51	51	51	99	11416.13
52	51	4	0	38860.36
52	51	4	1	37284.22
52	51	22	2	22692.28
52	51	27	3	21922.83
52	51	4	4	21015.79
52	51	27	5	18187.98
52	51	27	6	19565.37
52	51	8	7	31767.16
52	51	8	8	30160.47
52	51	4	9	30646.48
52	51	27	10	15223.39
52	51	32	11	26210.01
52	51	32	12	17483.30
52	51	32	13	14452.88
52	51	15	14	18090.20
52	51	15	15	12431.26
52	54	16	16	18940.63
52	54	17	17	22203.15
52	54	18	18	23063.50
52	54	19	19	27091.48
52	51	22	20	20111.53
52	51	22	21	18756.90
52	51	22	22	14793.07
52	51	48	23	14528.92
52	51	48	24	13325.37
52	51	48	25	11334.04
52	51	31	26	12366.33
52	51	27	27	10770.01
52	51	31	28	11577.16
52	51	31	29	9022.70
52	51	31	30	8869.14
52	51	31	31	5694.85
52	51	32	32	8896.17
52	51	33	33	6565.28
52	51	34	34	4678.21
52	51	34	35	6149.34
52	54	54	36	6974.67
52	54	37	37	8241.76
52	54	38	38	8066.32
52	54	59	39	15549.99
52	51	22	40	28218.62
52	51	47	41	19291.43
52	51	47	42	17499.60
52	51	47	43	16250.91
52	51	47	44	12611.78
52	51	47	45	9276.25
52	51	47	46	7788.54
52	51	47	47	4881.27
52	51	48	48	3953.13
52	51	51	49	3294.68
52	50	50	50	2935.55
52	51	51	51	1142.98
52	51	51	53	4050.70
52	54	54	54	2571.71
52	54	54	55	3799.81
52	54	56	56	5872.78
52	54	56	57	10242.30
52	54	56	58	11983.21
52	54	59	59	11396.09
52	51	47	60	25438.50
52	50	67	61	19522.63
52	51	47	62	13481.39
52	50	68	63	13808.02
52	50	68	64	12225.08
52	50	67	65	12452.56
52	50	67	66	11606.52
52	50	67	67	9147.68
52	50	68	68	7322.80
52	51	69	69	9030.50
52	51	69	70	9334.23
52	51	71	71	6639.49
52	51	72	72	7093.53
52	73	73	73	5647.57
52	73	73	74	7724.20
52	73	73	75	7203.39
52	51	51	76	6362.78
52	54	54	77	7060.68
52	54	78	78	8197.90
52	54	56	79	13350.60
52	50	80	80	27903.49
52	50	82	81	26398.85
52	50	82	82	24798.53
52	50	83	83	21366.15
52	50	67	84	20080.76
52	50	67	85	20457.34
52	50	67	86	17553.23
52	50	67	87	16430.66
52	51	69	88	14555.16
52	51	69	89	11486.83
52	51	69	90	12096.94
52	51	72	91	9483.22
52	51	72	92	11118.46
52	51	93	93	12139.57
52	73	73	94	11433.73
52	73	73	95	9316.28
52	51	96	96	10808.21
52	73	73	97	10944.37
52	51	51	98	12282.08
52	51	51	99	12559.11
53	34	4	0	38544.19
53	34	4	1	36968.04
53	51	22	2	24457.03
53	34	27	3	22120.49
53	34	4	4	20699.62
53	34	27	5	18385.65
53	34	27	6	19763.04
53	34	8	7	30614.49
53	34	8	8	29007.80
53	34	32	9	29998.21
53	34	27	10	15421.05
53	34	32	11	24813.51
53	34	32	12	16086.80
53	34	32	13	13056.39
53	34	15	14	16496.82
53	34	15	15	10837.88
53	37	16	16	17543.51
53	37	17	17	20830.96
53	38	18	18	21818.92
53	38	19	19	25773.69
53	51	22	20	21876.28
53	51	22	21	20521.64
53	51	22	22	16557.82
53	51	48	23	16293.66
53	51	48	24	15090.12
53	51	48	25	13098.78
53	34	27	26	13020.55
53	34	27	27	10967.68
53	34	33	28	12190.46
53	34	31	29	9775.49
53	34	33	30	9489.53
53	34	31	31	6447.64
53	34	32	32	7499.67
53	34	33	33	5248.70
53	34	34	34	3031.64
53	34	34	35	4502.76
53	54	54	36	6029.83
53	37	37	37	6840.32
53	38	38	38	6727.13
53	54	59	39	14605.15
53	51	22	40	29983.37
53	51	47	41	21056.18
53	51	47	42	19264.34
53	51	47	43	18015.66
53	51	47	44	14376.53
53	51	47	45	11041.00
53	51	47	46	9553.29
53	51	47	47	6646.02
53	51	48	48	5717.88
53	51	51	49	5059.43
53	51	50	50	4757.55
53	51	51	51	2907.72
53	51	51	52	4050.70
53	54	54	54	1626.87
53	54	54	55	2854.97
53	54	56	56	4927.94
53	54	56	57	9297.46
53	54	56	58	11038.38
53	54	59	59	10451.25
53	51	47	60	27203.24
53	51	67	61	21288.33
53	51	47	62	15246.14
53	51	68	63	15576.47
53	51	68	64	13993.53
53	51	67	65	14218.26
53	51	67	66	13372.22
53	51	67	67	10913.38
53	51	68	68	9091.25
53	51	69	69	10795.25
53	51	69	70	11098.98
53	51	71	71	8404.24
53	51	72	72	8858.27
53	51	73	73	7416.99
53	51	73	74	9493.62
53	51	73	75	8972.81
53	54	54	76	7211.90
53	54	54	77	6115.84
53	54	78	78	7253.07
53	54	56	79	12405.77
53	51	80	80	29709.20
53	51	82	81	28212.23
53	51	82	82	26611.91
53	51	83	83	23188.10
53	51	67	84	21846.47
53	51	67	85	22223.04
53	51	67	86	19318.94
53	51	67	87	18196.37
53	51	69	88	16319.91
53	51	69	89	13251.58
53	51	69	90	13861.69
53	51	72	91	11247.97
53	51	72	92	12883.21
53	54	93	93	13681.98
53	51	73	94	13203.15
53	51	73	95	11085.70
53	54	96	96	11978.07
53	54	54	97	12383.67
53	54	54	98	12985.34
53	54	54	99	12863.58
54	54	4	0	38875.40
54	54	4	1	37299.26
54	54	22	2	23711.27
54	54	27	3	22173.68
54	54	4	4	21030.83
54	54	27	5	18438.83
54	54	27	6	19816.22
54	54	8	7	31052.58
54	54	8	8	29445.89
54	54	32	9	30425.29
54	54	27	10	15474.24
54	54	32	11	25240.59
54	54	32	12	16513.88
54	54	32	13	13483.46
54	54	15	14	16025.13
54	54	15	15	10366.19
54	54	16	16	16368.91
54	54	17	17	19631.43
54	54	18	18	20491.79
54	54	19	19	24519.77
54	54	22	20	21130.52
54	54	22	21	19775.88
54	54	22	22	15812.06
54	54	48	23	15566.01
54	54	48	24	14362.47
54	54	48	25	12371.13
54	54	31	26	12672.05
54	54	27	27	11020.86
54	54	31	28	11882.88
54	54	31	29	9328.42
54	54	31	30	9174.86
54	54	31	31	6000.57
54	54	32	32	7926.75
54	54	33	33	5705.21
54	54	34	34	3488.45
54	54	34	35	4959.57
54	54	54	36	4402.95
54	54	37	37	5670.05
54	54	38	38	5494.60
54	54	59	39	12978.28
54	54	22	40	29237.61
54	54	47	41	20488.11
54	54	47	42	18696.28
54	54	47	43	17447.60
54	54	47	44	13808.46
54	54	47	45	10472.94
54	54	47	46	8985.23
54	54	47	47	6077.95
54	54	48	48	4990.22
54	54	51	49	4491.37
54	54	50	50	4085.46
54	54	51	51	2339.66
54	54	54	52	2571.71
54	54	54	53	1626.87
54	54	54	55	1228.10
54	54	56	56	3301.07
54	54	56	57	7670.59
54	54	56	58	9411.50
54	54	59	59	8824.37
54	54	47	60	26635.18
54	54	67	61	20324.69
54	54	47	62	14678.07
54	54	68	63	14652.65
54	54	68	64	13069.71
54	54	67	65	13254.62
54	54	67	66	12408.58
54	54	67	67	9949.74
54	54	68	68	8167.43
54	54	69	69	9448.41
54	54	69	70	9752.14
54	54	71	71	7135.11
54	54	72	72	7464.38
54	54	73	73	5970.41
54	54	73	74	8047.04
54	54	73	75	7526.23
54	54	54	76	5585.03
54	54	54	77	4488.97
54	54	78	78	5626.19
54	54	56	79	10778.89
54	54	80	80	29030.60
54	54	82	81	27509.54
54	54	82	82	25909.22
54	54	83	83	22403.92
54	54	67	84	20882.83
54	54	67	85	21259.40
54	54	67	86	18355.30
54	54	67	87	17232.73
54	54	69	88	14973.06
54	54	69	89	11904.74
54	54	69	90	12514.85
54	54	72	91	9854.08
54	54	72	92	11489.32
54	54	93	93	12055.11
54	54	73	94	11756.57
54	54	73	95	9639.12
54	54	96	96	10351.20
54	54	54	97	10756.80
54	54	54	98	11358.46
54	54	54	99	11236.71
55	54	4	0	40103.50
55	54	4	1	38527.35
55	54	22	2	24939.37
55	54	27	3	23401.78
55	54	4	4	22258.93
55	54	27	5	19666.93
55	54	27	6	21044.32
55	54	8	7	32280.67
55	54	8	8	30673.98
55	54	32	9	31653.39
55	54	27	10	16702.34
55	54	32	11	26468.69
55	54	32	12	17741.98
55	54	32	13	14711.56
55	54	15	14	17253.23
55	54	15	15	11594.28
55	54	16	16	17597.01
55	54	17	17	20859.53
55	54	18	18	21719.89
55	54	19	19	25747.87
55	54	22	20	22358.61
55	54	22	21	21003.98
55	54	22	22	17040.16
55	54	48	23	16794.11
55	54	48	24	15590.56
55	54	48	25	13599.23
55	54	31	26	13900.15
55	54	27	27	12248.96
55	54	31	28	13110.98
55	54	31	29	10556.52
55	54	31	30	10402.96
55	54	31	31	7228.67
55	54	32	32	9154.85
55	54	33	33	6933.31
55	54	34	34	4716.54
55	54	34	35	6187.67
55	54	54	36	5631.05
55	54	37	37	6898.15
55	54	38	38	6722.70
55	56	59	39	13044.59
55	54	22	40	30465.71
55	54	47	41	21716.21
55	54	47	42	19924.37
55	54	47	43	18675.69
55	54	47	44	15036.56
55	54	47	45	11701.03
55	54	47	46	10213.32
55	54	47	47	7306.05
55	54	48	48	6218.32
55	54	51	49	5719.46
55	54	50	50	5313.56
55	54	51	51	3567.76
55	54	54	52	3799.81
55	54	54	53	2854.97
55	54	54	54	1228.10
55	56	56	56	3268.31
55	56	56	57	7637.83
55	56	56	58	9378.75
55	56	59	59	8890.69
55	54	47	60	27863.28
55	54	67	61	21552.79
55	54	47	62	15906.17
55	54	68	63	15880.75
55	54	68	64	14297.81
55	54	67	65	14482.72
55	54	67	66	13636.68
55	54	67	67	11177.84
55	54	68	68	9395.53
55	54	69	69	10676.50
55	54	69	70	10980.24
55	54	71	71	8363.21
55	54	72	72	8692.48
55	54	73	73	7198.51
55	54	73	74	9275.14
55	54	73	75	8754.33
55	54	54	76	6813.13
55	54	54	77	5717.07
55	78	78	78	6349.47
55	56	56	79	10746.14
55	54	80	80	30258.70
55	54	82	81	28737.63
55	54	82	82	27137.32
55	54	83	83	23632.01
55	54	67	84	22110.93
55	54	67	85	22487.50
55	54	67	86	19583.39
55	54	67	87	18460.82
55	54	69	88	16201.16
55	54	69	89	13132.83
55	54	69	90	13742.94
55	54	72	91	11082.18
55	54	72	92	12717.42
55	54	93	93	13283.20
55	54	73	94	12984.67
55	54	73	95	10867.22
55	54	96	96	11579.30
55	54	54	97	11984.89
55	54	54	98	12586.56
55	54	54	99	12464.80
56	56	4	0	41439.17
56	56	4	1	39863.03
56	56	22	2	27001.66
56	56	27	3	25067.52
56	56	4	4	23594.60
56	56	27	5	21332.68
56	56	27	6	22710.07
56	56	8	7	32764.19
56	56	8	8	31157.50
56	56	32	9	32433.07
56	56	27	10	18368.09
56	56	32	11	27248.37
56	56	32	12	18521.65
56	56	32	13	15491.24
56	56	15	14	16446.62
56	56	15	15	10787.68
56	56	16	16	15472.14
56	56	17	17	18507.19
56	56	18	18	18897.95
56	56	19	19	23136.29
56	56	22	20	24420.91
56	56	22	21	23066.28
56	56	22	22	19102.45
56	56	48	23	18867.08
56	56	48	24	17663.53
56	56	48	25	15672.20
56	56	31	26	15745.03
56	56	27	27	13914.71
56	56	31	28	14955.87
56	56	31	29	12401.40
56	56	31	30	12247.84
56	56	31	31	9073.56
56	56	32	32	9934.53
56	56	33	33	8050.99
56	56	34	34	5998.21
56	56	34	35	7469.34
56	56	56	36	5057.27
56	56	37	37	5521.70
56	56	38	38	5138.46
56	56	59	39	9776.28
56	56	22	40	32528.00
56	56	47	41	23709.59
56	56	47	42	21917.76
56	56	47	43	20669.08
56	56	47	44	17029.94
56	56	47	45	13694.42
56	56	47	46	12206.71
56	56	47	47	9299.44
56	56	48	48	8291.29
56	56	51	49	7740.95
56	56	50	50	7183.60
56	56	51	51	5589.24
56	56	54	52	5872.78
56	56	54	53	4927.94
56	56	54	54	3301.07
56	56	56	55	3268.31
56	56	56	57	4369.52
56	56	56	58	6110.43
56	56	59	59	5622.37
56	56	67	60	29265.79
56	56	67	61	22859.87
56	56	68	62	17446.31
56	56	67	63	17229.49
56	56	68	64	15718.44
56	56	67	65	15789.80
56	56	67	66	14943.76
56	56	67	67	12484.92
56	56	68	68	10816.16
56	56	69	69	11528.40
56	56	69	70	11832.14
56	56	71	71	9456.41
56	56	72	72	9623.78
56	56	73	73	8224.02
56	56	73	74	10300.65
56	56	73	75	9779.84
56	56	56	76	7542.20
56	56	56	77	3992.90
56	56	78	78	3640.78
56	56	56	79	7477.82
56	56	80	80	31858.62
56	56	82	81	30294.74
56	56	82	82	28694.42
56	56	83	83	25047.16
56	56	67	84	23418.01
56	56	67	85	23794.58
56	56	67	86	20890.48
56	56	69	87	19625.14
56	56	69	88	17053.06
56	56	69	89	13984.73
56	56	69	90	14594.84
56	56	72	91	12013.48
56	56	72	92	13648.71
56	56	93	93	13360.26
56	56	96	94	13309.80
56	56	73	95	11892.73
56	56	96	96	11274.80
56	56	56	97	11918.01
56	56	56	98	11907.63
56	56	78	99	11073.98
57	56	4	0	45808.69
57	56	4	1	44232.55
57	56	22	2	31371.18
57	56	27	3	29437.04
57	56	4	4	27964.12
57	56	27	5	25702.20
57	56	27	6	27079.59
57	38	8	7	36067.44
57	38	8	8	34460.75
57	38	15	9	36650.09
57	56	27	10	22737.61
57	38	15	11	30621.98
57	56	32	12	22891.17
57	38	15	13	18679.58
57	38	15	14	19339.30
57	38	15	15	13680.36
57	59	16	16	16942.01
57	59	17	17	19309.74
57	59	18	18	18827.06
57	59	19	19	23244.19
57	56	22	20	28790.43
57	56	22	21	27435.79
57	56	22	22	23471.97
57	56	48	23	23236.60
57	56	48	24	22033.05
57	56	48	25	20041.72
57	56	31	26	20114.55
57	56	27	27	18284.23
57	56	31	28	19325.39
57	56	31	29	16770.92
57	56	31	30	16617.36
57	56	31	31	13443.08
57	56	32	32	14304.05
57	56	33	33	12420.51
57	56	34	34	10367.73
57	56	34	35	11838.86
57	56	56	36	9426.79
57	38	37	37	8458.70
57	38	38	38	8006.64
57	59	59	39	7303.39
57	56	22	40	36897.52
57	56	47	41	28079.11
57	56	47	42	26287.28
57	56	47	43	25038.60
57	56	47	44	21399.46
57	56	47	45	18063.94
57	56	47	46	16576.23
57	56	47	47	13668.96
57	56	48	48	12660.81
57	56	51	49	12110.47
57	56	50	50	11553.12
57	56	51	51	9958.76
57	56	54	52	10242.30
57	56	54	53	9297.46
57	56	54	54	7670.59
57	56	56	55	7637.83
57	56	56	56	4369.52
57	59	59	58	5526.87
57	59	59	59	3149.49
57	56	67	60	33635.31
57	56	67	61	27229.39
57	56	68	62	21815.83
57	56	67	63	21599.01
57	56	68	64	20087.96
57	56	67	65	20159.32
57	56	67	66	19313.28
57	56	67	67	16854.44
57	56	68	68	15185.68
57	56	69	69	15897.92
57	56	69	70	16201.66
57	56	71	71	13825.93
57	56	72	72	13993.30
57	56	73	73	12593.54
57	56	73	74	14670.17
57	56	73	75	14149.36
57	56	56	76	11911.72
57	56	56	77	8362.41
57	78	78	78	6286.38
57	59	59	79	8237.31
57	56	80	80	36228.14
57	56	82	81	34664.26
57	56	82	82	33063.94
57	56	83	83	29416.68
57	56	67	84	27787.53
57	56	67	85	28164.10
57	56	67	86	25260.00
57	56	69	87	23994.66
57	56	69	88	21422.58
57	56	69	89	18354.25
57	56	69	90	18964.36
57	56	72	91	16383.00
57	56	72	92	18018.23
57	78	93	93	17549.48
57	78	96	94	17267.26
57	56	73	95	16262.25
57	78	96	96	15232.25
57	78	78	97	15363.00
57	78	78	98	14764.75
57	78	78	99	13719.58
58	59	4	0	47492.69
58	59	4	1	45916.55
58	56	22	2	33112.09
58	56	27	3	31177.96
58	59	4	4	29648.12
58	56	27	5	27443.11
58	56	27	6	28820.50
58	59	8	7	37148.94
58	59	8	8	35542.25
58	59	15	9	37376.12
58	56	27	10	24478.52
58	59	15	11	31348.01
58	59	15	12	24102.52
58	59	15	13	19405.61
58	59	15	14	20065.34
58	59	15	15	14406.39
58	59	16	16	16169.90
58	59	17	17	18537.64
58	59	18	18	18054.95
58	59	19	19	22472.09
58	56	22	20	30531.34
58	56	22	21	29176.71
58	56	22	22	25212.88
58	56	48	23	24977.51
58	56	48	24	23773.97
58	56	48	25	21782.63
58	56	31	26	21855.47
58	56	27	27	20025.14
58	56	31	28	21066.30
58	56	31	29	18511.84
58	56	31	30	18358.28
58	56	31	31	15183.99
58	59	32	32	15881.00
58	56	33	33	14161.42
58	56	34	34	12108.65
58	56	34	35	13579.77
58	56	56	36	11167.71
58	59	37	37	10046.82
58	59	38	38	9614.03
58	59	59	39	6531.29
58	56	22	40	38638.44
58	56	47	41	29820.03
58	56	47	42	28028.19
58	56	47	43	26779.51
58	56	47	44	23140.38
58	56	47	45	19804.85
58	56	47	46	18317.14
58	56	47	47	15409.87
58	56	48	48	14401.73
58	56	51	49	13851.38
58	56	50	50	13294.03
58	56	51	51	11699.67
58	56	54	52	11983.21
58	56	54	53	11038.38
58	56	54	54	9411.50
58	56	56	55	9378.75
58	56	56	56	6110.43
58	59	59	57	5526.87
58	59	59	59	2377.38
58	78	67	60	35359.82
58	78	67	61	28953.90
58	56	68	62	23556.74
58	78	67	63	23323.52
58	56	68	64	21828.87
58	78	67	65	21883.83
58	78	67	66	21037.79
58	78	67	67	18578.95
58	56	68	68	16926.59
58	78	69	69	17062.38
58	78	69	70	17366.11
58	78	71	71	15535.70
58	78	72	72	15466.05
58	56	73	73	14334.45
58	56	73	74	16411.08
58	78	78	75	15627.82
58	78	78	76	13307.02
58	78	78	77	9999.79
58	78	78	78	6608.25
58	59	59	79	7465.21
58	78	80	80	37957.45
58	78	82	81	36342.70
58	78	82	82	34742.39
58	78	83	83	30887.01
58	78	67	84	29512.04
58	78	69	85	29596.59
58	78	69	86	26631.83
58	78	69	87	25159.12
58	78	69	88	22587.04
58	78	69	89	19518.71
58	78	96	90	19908.47
58	78	72	91	17855.74
58	78	96	92	18864.54
58	78	93	93	17871.35
58	78	96	94	17589.13
58	78	78	95	17606.67
58	78	96	96	15554.12
58	78	78	97	15684.87
58	78	78	98	15086.63
58	78	78	99	14041.45
59	59	4	0	45115.31
59	59	4	1	43539.17
59	59	22	2	32308.59
59	59	27	3	29582.61
59	59	4	4	27270.74
59	59	27	5	25847.76
59	59	27	6	27225.15
59	59	8	7	34771.55
59	59	8	8	33164.86
59	59	15	9	34998.74
59	59	27	10	22883.17
59	59	15	11	28970.63
59	59	15	12	21725.14
59	59	15	13	17028.23
59	59	15	14	17687.95
59	59	15	15	12029.01
59	59	16	16	13792.52
59	59	17	17	16160.25
59	59	18	18	15677.57
59	59	19	19	20094.70
59	59	22	20	29727.84
59	59	22	21	28373.21
59	59	22	22	24409.38
59	59	31	23	24303.62
59	59	31	24	22702.83
59	59	48	25	21135.21
59	59	27	26	20482.66
59	59	27	27	18429.79
59	59	33	28	19205.58
59	59	31	29	17384.68
59	59	33	30	16504.65
59	59	31	31	14056.83
59	59	32	32	13503.62
